2023-10-30 20:25:09 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 3732
2023-10-30 20:25:09 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-10-30 20:25:09 0 [Note] InnoDB: Uses event mutexes
2023-10-30 20:25:09 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-10-30 20:25:09 0 [Note] InnoDB: Number of pools: 1
2023-10-30 20:25:09 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=433] with future log sequence number 2869115
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=300] with future log sequence number 2891522
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=425] with future log sequence number 2891522
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=299] with future log sequence number 2891478
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=434] with future log sequence number 2891478
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=298] with future log sequence number 2891434
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=424] with future log sequence number 2891434
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=195] with future log sequence number 2891390
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=332] with future log sequence number 2891390
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=194] with future log sequence number 2891346
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=199] with future log sequence number 3020688
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=336] with future log sequence number 3020688
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 3292151
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 3292151
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 3292107
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 3292107
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=193] with future log sequence number 3291387
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=330] with future log sequence number 3291387
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 3292063
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 3292063
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 3292019
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 3292019
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 3291975
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=4] with future log sequence number 3291343
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=2] with future log sequence number 3288042
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=5] with future log sequence number 3288042
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=349] with future log sequence number 3291975
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 3291931
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 3291931
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 3291887
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=346] with future log sequence number 3291887
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=208] with future log sequence number 3291843
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=345] with future log sequence number 3291843
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 3291799
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 3291799
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 3291755
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=342] with future log sequence number 3291755
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=222] with future log sequence number 3297022
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=359] with future log sequence number 3297022
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=221] with future log sequence number 3296978
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=358] with future log sequence number 3296978
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=201] with future log sequence number 303118
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=338] with future log sequence number 303118
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=198] with future log sequence number 303058
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=335] with future log sequence number 303058
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=197] with future log sequence number 303014
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=334] with future log sequence number 303014
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=196] with future log sequence number 302970
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=333] with future log sequence number 302970
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=194] with future log sequence number 302926
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=331] with future log sequence number 302926
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=141, page number=1] with future log sequence number 303857
2023-10-30 20:25:09 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=7] with future log sequence number 303489
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 303489 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 2084077 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 3135248 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 3081809 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 3081809 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 3081848 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 3081848 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 3001472 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 3001472 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 3001511 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 3001511 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 2890597 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 2890597 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 3085189 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 3085189 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 3085228 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 3085228 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 3001628 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 3001628 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 3001667 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 3001667 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 3001706 is in the future! Current system log sequence number 300306.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-10-30 20:25:09 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 3001706 is in the future! Current system log sequence number 300306.
